Isolate,total,rif,inh,emb,pza,str,cap,amk,cip,kan,levo,oflx,pas,eth,unknown
rename_mycobacterium_tuberculosis_m1271.0.variants,8,0,0,0,0,2,0,0,0,0,1,0,0,1,4
rename_mycobacterium_tuberculosis_h3094.0.variants,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
rename_mycobacterium_tuberculosis_m984.0.variants,7,0,0,0,0,1,0,0,0,0,0,0,0,1,5
rename_mycobacterium_tuberculosis_m1029.0.variants,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
rename_mycobacterium_tuberculosis_m1011.0.variants,11,0,1,0,0,1,0,0,0,0,0,0,0,1,8
rename_mycobacterium_tuberculosis_m1319.0.variants,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
rename_mycobacterium_tuberculosis_m1324.0.variants,11,0,1,0,0,1,0,0,0,0,0,0,0,1,8
rename_mycobacterium_tuberculosis_m1325.0.variants,11,0,1,0,0,1,0,0,0,0,0,0,0,1,8
rename_mycobacterium_tuberculosis_m1410.0.variants,9,0,0,0,1,1,0,0,0,0,1,0,0,1,5
rename_mycobacterium_tuberculosis_m1431.0.variants,9,0,0,0,0,2,0,0,0,0,1,0,0,1,5
rename_mycobacterium_tuberculosis_m1373.0.variants,9,0,0,0,0,2,0,0,0,0,1,0,0,1,5
1733.3700_sus,8,0,0,0,0,2,0,0,0,0,1,0,0,1,4
1448450.3_sus,8,0,0,2,0,1,0,0,0,0,0,0,0,1,4
1448633.3_sus,9,0,0,0,0,2,0,0,0,0,1,0,0,1,5
TSVC_variants_IonXpress_017,7,0,0,1,0,3,0,0,0,0,0,0,0,0,3
1733.1840_sus,4,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1733.4641_sus,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
1448610.3_sus,7,0,0,0,0,1,0,0,0,0,0,0,0,1,5
1448735.3_res,11,0,1,0,0,3,0,1,0,1,1,0,0,1,3
1448704.3_res,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
1733.6784_res,6,0,1,0,0,1,0,0,0,0,0,0,0,1,3
3214585_IonXpress_031,8,0,0,2,0,1,0,0,0,0,0,0,0,1,4
IDR1600033693,25,0,2,7,0,2,0,0,0,0,3,0,0,3,8
S4_3216177_IonXpress_022,8,0,0,0,0,1,0,0,0,0,0,0,0,1,6
1267364.3_sus,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
1397923.3_sus,16,1,1,3,1,2,1,1,0,1,1,0,0,1,3
1397909.3_sus,10,1,0,2,0,1,0,0,0,0,0,0,0,1,5
1324279.3_res,16,2,1,3,1,2,1,1,0,1,1,0,0,2,1
1733.6668_res,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
1733.7786_res,12,1,1,2,2,2,1,0,0,0,0,0,0,1,2
1733.8444_res,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
1733.8613_res,16,1,1,3,1,2,1,1,0,1,0,0,0,1,4
1733.8642_res,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
1324279.3_sus,16,2,1,3,1,2,1,1,0,1,1,0,0,2,1
1733.6221_res,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
3213343_IonXpress_031,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
Test091,8,0,0,2,0,1,0,0,0,0,0,0,0,1,4
CS5465-LDJ7658-W1_L3_1.fq.sorted,12,0,0,1,0,1,0,0,0,0,0,0,0,1,9
CS-5465-LDC9251_L2_1.fq.sorted,11,0,0,0,0,1,0,0,0,0,0,0,0,1,9
Sample No 3213329.IonXpress_020.sorted,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3211622.IonXpress_017.sorted,8,0,1,0,0,1,0,0,0,0,0,0,0,1,5
Test1119,9,0,1,0,0,2,0,0,0,0,1,0,0,1,4
TEST0260,7,0,0,0,1,1,0,0,0,0,0,0,0,1,4
TEST0280,7,0,0,0,1,1,0,0,0,0,0,0,0,1,4
KP279,8,0,0,0,1,1,0,0,0,0,0,0,0,1,5
Test280,10,0,0,1,0,1,0,0,0,0,0,0,0,1,7
Test260,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
Test341,12,0,0,2,0,1,0,1,0,1,0,0,0,1,6
Test349,9,0,0,0,0,1,0,0,0,0,0,0,0,1,7
Test391,9,0,0,1,0,1,0,0,0,0,0,0,0,1,6
Test371,8,0,0,0,0,2,0,0,0,0,0,0,0,1,5
Test324,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
Test1340,12,0,0,1,0,1,0,0,0,0,0,0,0,1,9
Sample No 3213343.IonXpress_031.sorted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test462,9,1,0,2,0,1,0,0,0,0,0,0,0,1,4
Test402,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
Test439,7,0,0,0,0,2,0,0,0,0,0,0,0,1,4
KP219,10,0,1,0,1,2,0,0,0,0,1,0,0,1,4
YA00086626,16,2,1,3,1,2,1,1,0,1,1,0,0,2,1
YA00086625,16,2,1,3,1,2,1,1,0,1,1,0,0,2,1
KP126,16,1,1,2,2,2,1,1,0,1,0,0,0,2,3
CS5556-LDJ7634-W1_L3_1.fq.sorted,17,2,1,2,1,1,0,0,0,0,0,0,0,1,9
TEST0264,14,1,2,3,1,2,0,0,0,0,0,0,0,1,4
TEST0298,15,2,1,1,4,2,0,0,0,0,0,0,0,1,4
CS5556-LDJ7634-W1_L3_1.sorted,17,2,1,2,1,1,0,0,0,0,0,0,0,1,9
Test264,15,1,2,3,0,2,0,0,0,0,0,0,0,1,6
Test298,16,2,1,1,3,2,0,0,0,0,0,0,0,1,6
Test323,15,3,1,3,1,2,1,1,0,1,0,0,0,1,1
Test302,17,1,1,3,0,1,0,0,0,0,0,0,0,2,9
Test508,16,2,1,3,1,2,1,1,0,1,2,0,0,2,0
Test490,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
Test472,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
Test485,16,2,1,3,1,2,1,1,0,1,2,0,0,2,0
Test488,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
Test453,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
Test486,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
Test458,15,2,1,3,1,2,1,1,0,1,1,0,0,2,0
Test311,13,0,1,3,0,2,0,0,0,0,0,0,0,1,6
Test297,21,1,1,3,0,4,0,0,0,0,1,0,0,1,10
Sample No 3211622.IonXpress_017.sorted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malwai_freebayes_150_AC_AN_MAF_Qual,17,0,2,4,0,2,0,0,0,0,1,0,0,2,6
34,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
50,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
56,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
51,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
18,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
13,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
55,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
59,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
52,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
31,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
66,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
47,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
58,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
49,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
57,6,0,0,0,0,1,0,0,0,0,0,0,0,1,4
TB-111-17700-19_S33_R.all,57,0,0,0,0,3,2,10,0,4,0,0,0,0,38
1733.9005_res,5,0,1,3,1,1,0,0,0,0,0,0,0,0,-1
Test1067,2,0,0,0,0,2,1,1,0,1,0,0,0,0,-3
Test1451,8,2,1,3,1,1,0,0,0,0,1,0,0,0,-1
Test1455,7,1,1,2,0,2,0,0,0,0,0,0,0,0,1
KP234,9,1,1,1,1,2,1,1,0,1,1,0,0,0,-1
X935_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1408925.4_sus,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TB-111-12030-18_S138_R.all,4,0,1,0,0,1,0,0,0,0,0,0,0,0,2
TB-MoldovaSeq-DNA063-1115_S63_ndc,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Serialsamples.XD00428048.dedup_reads.bam.indelqualed_reads.bam.vars,7,0,0,3,0,2,0,0,0,0,0,0,0,0,2
1400936.3_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.18275_res,9,0,0,1,0,4,2,2,0,2,0,0,0,2,-4
1773.21428_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.21245_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21547_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.21426_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.21178_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1773.21286_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21180_sus,6,0,1,0,0,3,0,0,0,0,0,0,0,1,1
1773.21226_sus,5,0,0,0,0,2,0,0,0,0,0,0,0,1,2
1773.21260_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21543_sus,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1773.21566_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
1773.21229_sus,6,0,1,0,0,2,0,0,0,0,0,0,0,1,2
1773.21218_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1773.21194_sus,8,1,2,1,0,2,0,0,0,0,0,0,0,1,1
1773.21328_sus,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1773.21431_sus,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1773.21478_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21220_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1773.21376_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.21550_sus,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1773.21573_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.21519_sus,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1773.21484_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.21565_sus,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1773.21493_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21421_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21231_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1773.21212_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1773.21327_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21316_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21344_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1773.21318_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21342_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21277_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1773.21413_sus,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1773.21251_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
BORA_4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BORA_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324289.3_sus,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1402599.3_sus,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1400895.3_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1408964.4_sus,7,0,2,3,0,3,1,1,0,1,0,0,0,0,-4
rename_mycobacterium_tuberculosis_h1856.0.variants,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
rename_mycobacterium_tuberculosis_h1329.0.variants,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
rename_mycobacterium_tuberculosis_h2581.0.variants,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
rename_mycobacterium_tuberculosis_m1397.0.variants,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1400911.3_sus,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1397897.3_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1397900.3_sus,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
1324295.3_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1324300.3_sus,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1397904.3_sus,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-2010-19_S136_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-2223-19_S7_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-333-2795-19_S141_R.all,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0
TB-333-339-19_S49_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-1360-19-138_S2_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-2423-18_S144_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-1158-19_S38_R.all,3,0,0,0,0,3,1,1,0,1,0,0,0,0,-3
TB-333-1458-19_S129_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-529-18_S140_R.all,6,0,1,1,0,3,0,0,0,0,0,0,0,0,1
TB-222-885-19_S84_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-5403-19_S170_R.all,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0
TB-333-5492-19_S82_R.all,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-3636-19_S114_R.all,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
TB-222-207-19_S43_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-42-18_S152_R.all,5,0,1,0,0,3,0,0,0,0,0,0,0,1,0
TB-333-3150-19_S156_R.all,3,0,0,0,0,3,1,1,0,1,0,0,0,0,-3
TB-333-356-19_S177_R.all,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
TB-222-14-18_S137_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-4387-19_S80_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-3869-18_S209_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-2944-19F_S219_R.all,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-4657-19_S88_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-7022-19_S270_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-1428-19_S14_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-222-2158-18_S59_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-519-19_S73_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-5798-19_S249_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-1101-19_S54_R.all,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1
TB-222-865-18_S12_R.all,3,0,0,0,0,3,1,1,0,1,0,0,0,0,-3
TB-222-5067-18_S71_R.all,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
TB-333-4787-19_S174_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-333-5552-19_S55_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-667-19_S43_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-333-643-19_S84_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-4065-18_S184_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-3882-18_S180_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-1295-19-138_S59_R.all,4,0,0,0,0,4,1,1,0,1,0,0,0,0,-3
TB-222-5351-18_S56_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-4869-19_S74_R.all,4,0,0,0,0,4,1,1,0,1,0,0,0,0,-3
TB-333-5529-19_S64_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-6436-18_S141_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-4232-18_S95_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-5528-18_S88_R.all,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
TB-222-4120-18_S210_R.all,3,0,0,0,0,3,1,1,0,1,0,0,0,0,-3
TB-222-2108-18_S149_R.all,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
TB-333-3209-19_S180_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-2519-19_S35_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-2915-19_S202_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-2317-19_S24_R.all,7,0,1,1,0,3,0,0,0,0,0,0,0,1,1
TB-333-579-19_S180_R.all,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0
TB-222-2944-19_S3_R.all,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-1764-19_S61_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-1706-18_S90_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-4522-19_S274_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-1295-19-138_S133_R.all,4,0,0,0,0,4,1,1,0,1,0,0,0,0,-3
TB-222-6448-19_S230_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-1806-18_S123_R.all,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1
TB-333-4324-19_S181_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-5786-19_S231_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-222-1300-19_S93_R.all,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0
TB-222-632-19_S85_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-1925-19_S48_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-823-19_S51_R.all,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-872-19_S36_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-6743-19_S139_R.all,6,0,1,1,0,3,0,0,0,0,0,0,0,0,1
TB-222-1360-19-138_S7_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-222-5074-19_S251_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-2261-19_S64_R.all,4,0,1,0,0,3,1,1,0,1,0,0,0,0,-3
TB-222-3461-18-138_S36_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-5241-19_S252_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-3339-19_S59_R.all,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
TB-222-5486-19_S225_R.all,5,0,1,0,0,3,0,0,0,0,0,0,0,1,0
TB-222-6366-18_S24_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-3247-19_S66_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-5681-18_S112_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-2314-19_S80_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-3836-18_S178_R.all,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-517-19_S1_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-222-236-18_S67_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-6046-19_S237_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-1648-19_S16_R.all,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-2174-19_S78_R.all,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
TB-333-2939-19_S54_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-4220-18_S212_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-333-808-19_S122_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-438-19_S5_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-333-5531-19-138_S111_R.all,3,0,0,0,0,3,1,1,0,1,0,0,0,0,-3
TB-222-5917-19_S281_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-17431849-18_S179_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-601-19_S127_R.all,7,0,1,1,0,3,0,0,0,0,0,0,0,1,1
TB-333-341-19_S282_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-4723-18_S87_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-5548-18_S142_R.all,7,0,1,0,0,3,0,0,0,0,0,0,0,1,2
TB-333-2492-19_S81_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-1104-19_S79_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-333-5935-19-138_S47_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-4327-18_S75_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-2479-19_S54_R.all,7,0,1,0,0,3,0,0,0,0,0,0,0,1,2
TB-333-2968-19_S137_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-6492-19_S267_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-1888-19_S76_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-494-19_S53_R.all,6,0,1,0,0,5,1,1,0,1,0,0,0,1,-4
TB-222-1984-19_S62_R.all,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0
TB-222-6759-18_S215_R.all,5,0,1,1,0,3,0,0,0,0,0,0,0,0,0
TB-333-1097-19_S74_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-222-1549-19_S35_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-1359-19_S70_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-222-6865-19_S255_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-333-3399-19_S68_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-1992-19_S64_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-6616-19_S278_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-3946-19_S138_R.all,3,0,0,0,0,3,1,1,0,1,0,0,0,0,-3
TB-222-1143-19_S2_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-3982-19_S57_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-4270-18_S25_R.all,3,0,0,0,0,3,1,1,0,1,0,0,0,0,-3
TB-333-5721-19_S167_R.all,5,0,1,0,0,3,1,1,0,1,0,0,0,0,-2
TB-333-2143-19_S91_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-5640-18_S89_R.all,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0
TB-222-287-19_S199_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-2384-19_S26_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-333-5553-19_S160_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-222-6935-19_S242_R.all,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0
TB-222-2779-18_S91_R.all,5,0,1,1,0,3,0,0,0,0,0,0,0,0,0
TB-222-1767-19_S95_R.all,5,0,1,0,0,3,0,0,0,0,0,0,0,1,0
TB-222-4791-18_S271_R.all,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
TB-333-3148-19_S78_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
TB-333-4571-19_S262_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-333-642-19_S76_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-131-19_S121_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-333-3729-19F_S112_R.all,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
TB-333-2795-19F_S280_R.all,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0
TB-222-625-19_S92_R.all,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TB-222-329-19_S40_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-5935-19-138_S110_R.all,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TB-333-909-19_S44_R.all,4,0,0,0,0,3,1,1,0,1,0,0,0,0,-2
1733.3654_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1733.4231_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1733.3840_sus,6,0,0,0,0,2,0,0,0,0,0,0,0,1,3
1733.6160_sus,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
1733.4281_sus,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0
X2310_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2679_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2349_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X5085_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2542_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2366_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2889_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2927_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X821_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2537_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
X2581_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2456_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2338_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X5017_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2651_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2
X5094_ano_flt,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1
X2333_ano_flt,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3
X5051_ano_flt,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1
X5106_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2895_ano_flt,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1
X2977_ano_flt,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
X2777_ano_flt,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0
X5025_ano_flt,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
X2843_ano_flt,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
